title,content,tokens
Page 77,"We tried every 'major concert hall' -- every one of them was booked with Christmas shit. We tried all the smaller town halls -- same deal. We couldn't ﬁnd a hall anywhere, so we wound up at Twickenham Studios (a ﬁlm studio where they used to shoot the '007' movies), on an old soundstage, with completely dead acoustics. It was big enough to hold the 107-piece orchestra, but it sounded diabolical. So, the setup began. This was going to be the ﬁrst multitrack digital recording of a symphony orchestra -- ever. But before we could record, we had to present the obligatory 'live concert' in order to satisfy the union rehearsal requirements (see ""Drool, Britannia,"" Chapter 7). This was a disaster. The LSO gives its performances in a wretchedly 'modern' concert hall called the Barbican. The stage was too small to hold the full orchestra, so a bunch of musicians who wouldn't ﬁt (mostly viola players) got to go home -- and get paid for it. One unique facility offered by the Barbican is the stand-up bar backstage -- for the use of the orchestra members. It is well stocked and very efﬁcient. They can pour a whole orchestra's worth of booze in nanoseconds. During the break between pieces, the LSO left the stage and availed itself of this convenience. When it returned to play the next piece, many members were roasted -- and so was my music. Recording the LSO Then it was time to record. I tried to forget what had happened the night before, put on my record producer helmet and set out to confute the laws of physics. The French horns (eight of them) were one of the early problems. We put several Telefunken U-47s on them, but they were useless. The problem was the percussion (six individual stations) all around in back of them -- we were getting tons of leakage. Even on a tight cardioid pattern, we picked up blobs of low-end mung that was wandering around the ﬂoor -- so I said, ""Although I've never used a PZM [pressure zone microphone] on a French horn before, what have we got to lose?"" We took the large 2½ and put it on the ﬂoor behind them and that did it. We were using a KM-84, ﬂown high over the timpani. We gave up on that and used a 4' X 4' Plexiglas sheet to increase the boundary on one of the PZM plates, put it on the wall behind the timpani and got a great sound. We were using all the Prescribed Mikes for various instruments but, given our acoustic situation in this nasty room, they just didn't work. For example, we tried twoAKG 414s, ﬂown above the conductor's podium, for ambience, but all they gave us was an ugly room sound that was like, ""Hey, you want to hear the air conditioner? Let's go. Here it is."" Recording musicians want their instruments to sound (at very least) GLORIOUS -- they've been recording for years and they're used to seeing those gray, heavy, serious-looking microphones. [""Oooh fuck! Look at this! I'm going to sound BITCHEN in this!""] THEN somebody comes in and puts a plastic dome with a PZM in it over their heads and they go: ""MY TONE! MY PRECIOUS TONE! I'm going to sound PLASTIC!"" The orchestra already had a strange attitude because everything was different from the way they were used to working. They weren't in a concert hall -- they were on a dead and dusty soundstage. They didn't have the BIG GRAY MIKE -- they had the little plastic bubble over their heads (or they had part of a plastic box on the ﬂoor). They had LITTLE TINYWIRES, not BIG SERIOUS WIRES. They could trip over these things (especially since they were so fond of alcohol). Mixing the LSO",792
Page 78,"In ambient recording, there's always some kind of'LUMP' in the room. Some of them are good and some of them are bad. The more stereo pairs you deal with in an ambient mix, the more likely you are to experience 'LUMPACCUMULATION.' In this recording we had to equalize things to emphasize the natural range that the instrument was playing in and, at the same time, neutralize the lumpage. In this room, the UGLY ZONE was located in two areas: 200 Hz and 63 Hz. Both of those frequencies had to be hauled out. When we mixed it, as partial compensation for the ugliness of the room, we decided that each section in the music would be treated as a different 'SCENE,' and that each 'SCENE' could occur in any kind of an imaginary ambience that was appropriate to its mood (sort of like stage lighting).At this point, the DEAD ROOM became a blessing in disguise -- we could go from scratch, building 'artiﬁcial acoustics' with digital impunity. So, a collection of imaginary environments was created with a Lexicon 224-X digital reverb processor. Each imaginary world had a different set of characteristics. We mixed each section of the music as if it had occurred in its own personalized acoustical space. Also, because of the way in which the music was mixed, instrumental details came out that you'd never get to hear in the old 'two-mikes-over-the-conductor's-head' style of recording. In earphones, especially, you get the impression of sitting in the middle of the orchestra, with the apparent room size and surface texture of the walls changing, according to the musical character of each section. The 'Human' Element In 1986 when I released Jazz from Hell, an album realized on the Synclavier, a lot of reviewers, especially the British ones, said that it was cold, and lacked the 'human' element -- and so, with great delight, the following year I released London Symphony Orchestra Vol. II -- because it is ﬁlled with 'human element artifacts.' On the last day of the last session for that album, I was trying to record a piece called ""Strictly Genteel."" Union rules speciﬁed a short break every hour, and during the last hour of the session, the entire trumpet section left the Twickenham Studio grounds and invaded a pub across the street, arriving back to work ﬁfteen minutes late. Meanwhile the rest of the orchestra had been sitting in the studio waiting for their trumpet buddies to return. Fifteen minutes might not sound like very much time but, in a professional recording session involving 107 players, ﬁfteen minutes isALONG TIME. In a recording session, every second counts -- and is being paid for in Large Dollars. In spite of the fact that the piece wasn't near being recordable, there was no way I could make the orchestra play overtime; I couldn't regain the ﬁfteen minutes at the end of the session at any price. They made so many mistakes, and played so badly on that piece, that it required forty edits (within seven minutes of music) to try to cover them. We used every mixing trick in the book to hide the out-of-tune notes.",640
Page 79,"AShort History of Recording Technology Audio tools are available now that enable the artist to control timbre to the point where a psychoacoustical or emotional 'spin' can be placed on any given note or passage (just by changing the digital echo program, for instance). When I started working in the studio, equalizers (tone control circuits) were rare. Compressors were crude devices that added grotesque amounts of noise to the program material.As these audio tools were reﬁned and made quieter, a new vocabulary of sounds -- and new ways to deal with blocks of sounds -- came into common usage. (One result was that the overall timbre of commercial broadcasting changed.) The 1950s rock and roll record was a mono recording. In most instances, early recordings were made using a single microphone for the band and vocalist(s). The 'mix' was the acoustical result of the distance between the microphone and the singer, the microphone and the drummer, the microphone and the bass player and so on. How far away you were from the microphone determined how 'important' you were in the ﬁnal mix. What qualiﬁed as an 'acceptable drum sound' on a 1950s recording seems laughable today. Since they didn't have digital echo then, the 'ﬂavor' and quantity of the reverberation used on a song were determined by the acoustics of the room in which the recording was made. The echo (or absence thereof) described the geography of an 'imaginary landscape' in which a song would be 'photographed' by the microphone. Studios that had good acoustical echo chambers were highly prized. Some became legendary for their 'hit sound.' The 1960s brought a few more improvements -- most notably the fuzz-tone, improvements in the electric bass, improvements in guitar ampliﬁers and improvements in microphone technology. Increased sophistication of mixing consoles made it possible for any number of microphones in the room to be combined by the engineer to create new audio illusions, impossible in the acoustical world -- a big difference from the mix determined by the distance between the performer and the microphone. On a multichannel mix you can put a close mike on the kick drum, a close mike on the snare drum, a close mike on the horns and so on -- and then combine them. There is no place in nature where a human being could stand that would allow him to hear all those instruments that way with his ears. This artiﬁcial acoustical perspective has become the norm. Eventually, some instruments found their way into the mix without even being 'listened to' by a microphone. These sounds (usually from synthesizers, electric bass and/or guitar) were injected directly into the board through a direct box. Digital ambience-creating devices became available. With them, record producers could build 'imaginary rooms' (as I have described) for the mix to reside in. Using several of those devices, the engineer can create an array of 'imaginary rooms.' This allows individual voices or instruments in the mix to exist in separate and distinct imaginary acoustical environments simultaneously. DigitalAudio One of the things I always hated about making records was that no matter what the music sounded like coming through the speakers in the control room, by the time you piled it onto analog tape, you had to live with the buildup of hiss. There are all kinds of artiﬁcial ways to hide the hiss (Dolby, dbx, C-4D), but it still lives in the tape. Some people don't care, because if the program material is always loud, always fuzz-tone, they'll never hear a bit of hiss. But if you're doing soft passages, the minute the music thins out, so that there are spaces between the notes, the hiss creeps in and spoils it. With digital recording, the only hiss on the tape is the hiss that could come from the mike or the mixing board. The tape itself doesn't generate hiss. The best way I can think of to explain how digital audio works is to say that it's similar to the way you look at a photograph in a newspaper. The newspaper photo is not a 'continuous-tone photograph'; it's broken up into dots, and your eye resolves the dots, allowing you to believe you've seen an image.",838
Page 80,"In digital audio you can think of the sounds as dots or slices, but they are actually a string of numbers.A sound from The Real World is sliced up, and stored as complex batches of ones and zeros. Resolution in digital audio is determined by the sampling rate. Each string of numbers is one 'sample,' representing a very short slice of time. The number of slices per second is the sampling rate. The more slices you take, the better the resolution. In printing they can use a higher-resolution dot screen for a high-gloss magazine than they can for a newspaper (because of the texture and ink absorption characteristics of the paper they're printing on). You and I know that it's still only a bunch of dots in National Geographic, but we can certainly tell the difference in clarity between a photo printed there and one on the front page of The Daily Bugle. Dance Fever The most important innovation in recent rock technology is a naughty little appliance, sold in various shapes and sizes, under an assortment of brand names, referred to generically as a 'drum box' or 'rhythm machine.' This device is used by people with diagonal zippers on their clothes to provide the inﬂexible rhythms and obnoxious artiﬁcial hand-claps that causeAmericans to 'make the dancer face' (eyes closed; lips poached out -- you know the one -- as if when you do that with your face, it gives you a license to do the other stupid stuff with your buttocks). Before the emergence of this wondrous tool, record producers worried that the tempo of their hit records would drift (maybe a little faster on the chorus when everybody was banging it out -- maybe a little slower when the ""I love you"" comes in) -- a terrible problem, which, in the long-long-ago, led to take after take during the recording session to capture a single performance with JUST THE RIGHT GROOVE. But this is ""The Eighties"" (phewwww) -- we're modern now, and studio time is more expensive. We can't be waiting around for just the right groove. We need that sumbitch in a hurry -- science has just proven that Americans (who can barely get their shit together on the assembly line) ﬁnd it absolutely UNPOSSIBLE during their precious off-duty hours to dance to any song unless it's in 4/4 at 120 beats per minute -- no fuckin' around now -- no 119 -- no 121 -- gimme the ol' 120 'n turn up the goddam handclaps! Ow! Ow! Ow! I'm dancin'! I'm dancin'! Other countries have cultures that go back thousands of years. Ours goes back a couple hundred years and it's not even that bitchen (since the bulk of what we pound our chests over was abducted from somewhere else), and we go around trying to inﬂict this 'nonculture' on people all over The International Elsewhere -- people regarded by manyAmericans as 'less than human' (of course, this attitude is justiﬁed if we're talking about the British -- but seriously, folks --). We'd look a little better, internationally -- perhaps 'more trustable' -- if we did a few of the things they've been doing for millenia; giving at least the illusion that we were almost sort-of like them -- almost sort-of civilized -- so that they could almost sort-of talk to us, instead of about us (as if We were subhuman . . . or almost British). Believe it or not, there are places in the world where music is important. There are places in the world where all the arts are a matter of national pride. We come in, making that fucking 'dancer face' and demand that everybody respect us -- do we have any idea how ridiculous that looks? What Is Music? ""We're coming to the beginning of a new era, wherein the development of the inner self is the most important thing. We have to train ourselves so that we can improvise on anything -- a bird, a sock, a fuming beaker! This, too, can be music. Anything can be music."" Biff Debris in Uncle Meat Aperson with a feel for rhythm can walk into a factory and hear the machine noise as a composition. If we expand that concept to include light, behavior, weather factors, moon phases, anything (whether it's a rhythm that",887
Page 81,"can be heard or a rhythm that is perceived, i.e., a color change over time -- or a season), it can be consumed as music. If it can be conceived as music, it can be executed as music, and presented to an audience in such a way that they will perceive it as music: ""Look at this. Ever seen one of these before? I built this for you. What do you mean, 'What the fuck is it?' It's a goddam ETUDE, asshole."" When someone writes a piece of music, what he or she puts on the paper is roughly the equivalent of a recipe -- in the sense that the recipe is not the food, only instructions for the preparation of the food. Unless you are very weird, you don't eat the recipe. If I write someting on a piece of paper, I can't actually 'hear' it. I can conjure up visions of what the symbols on the page mean, and imagine a piece of music as it might sound in performance, but that sensation is nontransferable; it can't be shared or transmitted. It doesn't become a 'musical experience' in normal terms until 'the recipe' has been converted into wiggling air molecules. Music, in performance, is a type of sculpture. The air in the performance space is sculpted into something. This 'molecule-sculpture-over-time' is then 'looked at' by the ears of the listeners -- or a microphone. SOUND is 'ear-decoded data.' Things which MAKE SOUND are things which are capable of creating perturbations. These perturbations modify (or sculpt) the raw material (the 'static air' in the room -- the way it was 'at rest' before the musicians started fucking around with it). If you purposefully generate atmospheric perturbations ('air shapes'), you are composing. Let'sAll Be Composers! Acomposer is a guy who goes around forcing his will on unsuspecting air molecules, often with the assistance of unsuspecting musicians. Want to be a composer? You don't even have to be able to write it down. The stuff that gets written down is only a recipe, remember? -- like the stuff in Ronnie Williams's MACHA book. If you can think design, you can execute design -- it's only a bunch of air molecules, who's gonna check up on you? JUST FOLLOW THESE SIMPLE INSTRUCTIONS: [1] Declare your intention to create a 'composition.' [2] Start a piece at some time. [3] Cause something to happen over a period of time (it doesn't matter what happens in your 'time hole' -- we have critics to tell us whether it's any good or not, so we won't worry about that part). [4] End the piece at some time (or keep it going, telling the audience it is a 'work in progress'). [5] Get a part-time job so you can continue to do stuff like this. Weights and Measures In my compositions, I employ a system of weights, balances, measured tensions and releases -- in some ways similar to Varèse's aesthetic. The similarities are best illustrated by comparison to a Calder mobile: a multicolored whatchamacallit, dangling in space, that has big blobs of metal connected to pieces of wire, balanced ingeniously against little metal dingleberries on the other end. Varèse knew Calder, and was fascinated by these creations. So, in my case, I say: ""A large mass of any material will 'balance' a smaller, denser mass of any material, according to the length of the gizmo it's dangling on, and the 'balance point' chosen to facilitate the danglement."" The material being 'balanced' includes stuff other than the notes on the paper. If you can conceive of any material as a 'weight' and any idea-over-time as a 'balance,' you are ready for the next step: the 'entertainment",798
Page 82,"objects' that derive from those concepts. ""Anything,Any Time,Anywhere--for No Reason atAll"" If a musical point can be made in a more entertaining way by saying a word than by singing a word, the spoken word will win out in the arrangement -- unless a nonword or a mouth noise gets the point across faster. This frequently occurs when the stage arrangements of old songs get modiﬁed to accommodate each new band. The body of the song, the melody line, the words, and the chords remain the same, but all aspects of 'the clothing,' or the orchestration, are up for grabs, based on the musical resources at hand. With the 1988 band (twelve pieces, including myself), the orchestration was far more luxuriant for some of the older songs than when they were originally recorded, simply because I didn't want to have eleven guys standing around onstage with nothing to do. Songs written with one idea in mind have been known to mutate into something completely different if I hear an 'optional vocal inﬂection' during rehearsal. I'll hear a 'hint' of something (often a mistake) and pursue it to its most absurd extreme. The 'technical expression' we use in the band to describe this process is: ""PUTTING THE EYEBROWS ON IT."" This usually refers to vocal parts, although you can put the eyebrows on just about anything. After ""the eyebrows,"" the ultimate tweeze inﬂicted on the composition is determining TheAttitude with which the piece is to be performed. The player is expected to comprehend TheAttitude, and perform the material with TheAttitudeAND The Eyebrows, consistently, otherwise, to me, the piece sounds 'wrong.' Since mostAmericans use a personal version of eyebrowsage in their conversational speech, why not include the technique as a 'nuance' in a composition? Amusician may give the 'illusion' during rehearsal that he knows what I want on a certain passage, but the hard part is getting him to do it correctly, night after night on the road -- because after a while, most musicians forget why I told them to do it that way in the ﬁrst place, which brings us to... TheAnthropology of the Rock and Roll Band Very few people choose to play the bass. There are people in the audience who like to listen to the bass, because they like those low frequencies, and the way they make their bodies feel -- but the role of the bass player in the band is not usually the most exciting role, because he has to play repeated ﬁgures. We have a viola parallel here: electric bassists are often failed guitar players, demoted to this duty after a band meeting in a garage when they were thirteen. Drummers often exhibit an attitude which advertises: ""I play the drums because I am an animal -- watch me beat these! Girls, are you paying attention now? I'm beating very hard!"" Keyboard players project an aura of frustration because they are not guitar players. (In fact, many musicians are convinced that in order to get The Blow Job after the show, they have to play LEAD GUITAR.) They believe that if they imitate certain guitar noises, it will automatically guarantee them The Big Payoff - - which is one of the reasons you now see keyboard players wearing those 'things' around their necks that kind of look like guitars but have keys on them (like an accordion that's been hit by a truck, with a nozzle on the end), as if to say: ""What?! You'd rather blow the guitar player? Hah! Look at this high-tech dork I'm wearing!"" Most of the people who play keyboards in rock bands are not really skilled musicians. They're usually there to play droning string synthesizer pads or punches, ﬁlls and mannerisms that aren't very demanding, providing the chordal accompaniment while the guitar player goes ""weedly-weedly-wee."" Unless the keyboard guy is working in a bar band, where you're usually cramped for space and the setup goes wherever you can ﬁt it in, his stuff generally resides in 'the back line.' Because of this, denizens of 'the back line' believe that the closer you are to the front of the stage (especially when cavorting with a phallic-looking appliance, illuminated by a blue spotlight), the better the chances for the ol' you-know-what -- hence the desire of performers in all categories to move ""closer to the people"" (in spite of the fact that they might grab you by the ankle, pull you off the stage and mutilate you).",911
Page 83,"How Did They Manage to Do That? I don't give musicians a 'questionnaire' when they join the band about where they've been to school or what kind of technical information they possess -- I'll hear during the audition whether they can play or not. For the ones who pass the audition, as soon as I ﬁnd out what they don't know, I attempt to devise 'language' that will describe my musical intentions, in shorthand form, if they don't know the standard technical terms or if (in spite of the fact that they might be great players) they have never been asked to try some of the things the band veterans have been doing for years from muscle memory. For example -- say I'm talking to Chad Wackerman. I'll tell him, ""The Quaalude Thunder goes here."" That's the shorthand description of a drum ﬁll you hear on certain heavy metal albums -- where the guy plays as many notes as he can on all of his thousand tom-toms before he ends with The Big Crash. There's an assortment of 'stock modules' used in our stage arrangements. It helps if the guys in the band appreciate the musical humor of what's going on. Sometimes they do -- and sometimes they don't. (If a guy can't willingly 'put on the lampshade' and play stooge rock, he's probably wrong for the job.) These 'stock modules' include the ""Twilight Zone"" texture (which may not be the actual Twilight Zone notes, but the same 'texture'), the ""Mister Rogers"" texture, the ""Jaws"" texture, the Lester Lanin texture, Jan Garberism, and things that sound either exactly like or very similar to ""Louie Louie."" Those are ArchetypalAmerican Musical Icons, and their presence in an arrangement puts a spin on any lyric in their vicinity. When present, these modules 'suggest' that you interpret those lyrics within parentheses. We evoke Mister Rogers with a celeste or bells playing some permutation of: ""It's a lovely day in the neigh- bor-hood."" We use that all the time.Another one is the Fake Devo texture -- anything absolutely squared off, mechanical, dry and dead-sounding. Invocation of this plasticized mantra adds another dimension to a lyric. The audience doesn't have to know, for example, who Jan Garber or Lester Lanin is to appreciate those textures -- the average guy is not going to say ""Hey, Richie! Check this out! They're doing Lester!"" -- he knows what that style means -- he's groaned over it in old movies on Channel 13 for years. This technique has been used in the band since 1966 on Absolutely Free, our second album. There's a twisted reference to Charles Ives at the end of ""CallAny Vegetable."" One of the things that Ives is noted for is his use of multiple colliding themes -- the musical illusion of several marching bands marching through each other. In our low-rent version, the band splits into three parts, playing ""The Star-Spangled Banner,"" ""God Bless America"" and ""America the Beautiful"" all at the same time, yielding an amateur version of an Ives collision. Unless listeners pay attention in that one spot -- there are only a few bars of it -- they might think it was a 'mistake.' Then there's a place in ""Duke of Prunes"" where the ""Berceuse"" from Stravinsky's Firebird Suite is ﬂoated over another, more rhythmic theme from The Rite of Spring. ""I'm Losing Status at the High School"" jumps into the opening ﬁgure of Petrushka. The 1971 band had an arrangement that quoted the opening trumpet fanfare from Stravinsky's Agon. Then there are cues used on stage like twirling my ﬁngers as if I'm piddling with a Rasta braid on the right side of my head -- that means: ""Play reggae."" If I pretend to twirl braids on both sides of my head, it means: ""Play ska"" (as if it were double-time reggae). During any song, no matter what style it was learned in, on a whim I can turn around and do something like that, and the band will restyle the tune. If I want something played 'heavy metal,' I put both hands near my crotch and do ""Big Balls."" Each guy in the band understands what the norms and 'expected mannerisms' are for these different musical styles, and will instantly 'translate' a song into that musical 'dialect.' Verrrrrry Scarrrrry Science hasn't told us yet why some people ﬁnd it amusing when they hear an old-time car horn go ""Ah- roooo-gah!"" I'm waiting for the answer -- because I'm one of those idiots. I like sound effectsALOT (percussive and vocal), and use them often in my arrangements. The ending of the 1988 Deluxe Version of ""Peaches en Regalia"" uses them, along with multiple, superimposedA.A.I.M.'s (ArchetypalAmerican Icon Modules).",1011
Page 84,"When the melody comes in after the second intro, we use ""Fake Devo,"" superimposed on ""Twilight Zone"" in the rhythm section, while the 'nice little melody' is reharmonized with an ugly chord traveling parallel. Then there's a short break, and Ike says, ""Whooo-oo!"" like Count Floyd from SCTV. It doesn't mean anything, but to see Ike Willis pretending to be Count Floyd for one or two beats in the middle of all that is something I ﬁnd enjoyable -- and then, just to make sure that you didn't miss it, when the melody repeats the next time, it stops just a little bit longer and he says, ""Whoooo-oo, whoooooo-oooo!"" Of course it's mega-stupid. That's why I like it. The ﬁrst time I saw Count Floyd, I almost strangled. I was drinking a cup of coffee, lying in bed watching television, and it was a complete surprise. Joe Flaherty nailed the essence of TV monster movie cheese without even using a real word from the English language -- Big Eyebrows, Joe -- real Big Eyebrows. Road Rats Musicians' 'priorities' change on the road. In rehearsal, they're struggling to get the piece learned; on the road, they're struggling to get a peep at the front row before the lights go down, to see whether there's any interesting 'vegetation' out there. Every band does that. I've never been on the road with an orchestra, but I'm sure they have their trawl-meisters too. I respect musicians' idiosyncrasies -- they add 'texture' to a performance. Musicians tend to generate better 'texture' when they get 'The Blow Job.' Yes, I want them to ﬁnd that elusive cross between a waitress and an industrial vacuum cleaner. One of the more boring chores I am required to perform as a bandleader is maintaining 'corporate discipline' during the show. While the performance is in progress, I know that the radar is on -- everybody is looking for the (you guessed it). That's okay. They should all get The Blow Job -- but they should get it the honest way -- they should earn it, by playing the songs right. Sometimes they try to cheat. . . and, folks, it is not a pretty sight. For instance, there are a lot of reasons why musicians like to play solos on stage -- but the usual reason in rock and roll is to get The Blow Job. One way to ensure that you look like the greatest thing going when you play your big solo is to make sure that you end your solo by going up the scale, then grab that last note and repeat it as fast as you can. The statement is the same on any instrument: ""Oh, I'm squirting now!"" (Clever subtext to the audience.) In the case of violinist Jean-Luc Ponty, who was with the band brieﬂy in the early seventies, no matter what the solo was, after a certain period of time on the road he always ended with the same passage -- he'd wiggle up to the top of the instrument and squirt all over the place on the last note. . . and the crowd went wild! But if you're another guy in the band, and you see that happening every night, you go, ""Ho-hum."" To a certain extent,Alan Zavod, our 1984 keyboard player, would do the same thing -- he would end his solo with this thing that everybody called ""The Volcano."" He held the sustain pedal down and churned and smashed away to get a big blur going, and then topped it off at the end with a ﬂourish. It worked every time, but it got to be a band joke. In fact,Alan really is a great pianist (and ﬁlm composer). It's just that maybe -- because he was working in a rock and roll band -- he thought that type of solo was the appropriate vehicle to project his aura across vast continental areas. I ﬁnd it especially disturbing if, when the band is walking onto the stage to get the equipment ready, a musician cranks off a tiny, unaccompanied 'solo-ette' in order to draw attention to himself while piddling with his ampliﬁer. In Norway, we have played several times in a place called the Drammenshallen, or, as band vets refer to it: the Drammin-drammin-drammin-drammin-hollin-hollin-hollin-hollin. The last time we performed there was in the fall of 1984. Some months before that date, Ike had used the word 'spoo' -- roughly the equivalent of jizz -- in a conversation. I don't know where it came from, or if he made it up. In any event, 'spoo' turned out to be 'the mystery word' onstage that night. When we came back to do the encore, Ike arrived ﬁrst, and was kneeling down in front of his ampliﬁer, doing kind of a low-rent Jimi Hendrix ""wee-wee-wee-wee."" As I walked out and witnessed this act of near desperation, I said ""Spoo!"" to him -- he got it right away. [Translation: ""You're jerking off in front of your ampliﬁer, Dr. Willis, and I know it.""]",1073
Page 85,"Does Humor Belong in Music? What academicians regard as 'humor' in music is usually stuff along the lines of ""Till Eulenspiegel's Merry Pranks"" (remember, in 'MusicAppreciation class,' when they told you that the E-ﬂat clarinet is going ""ha-ha- ha!""?). Take my word for it, folks -- you can do way better than that. I've stated elsewhere that ""Timbre Rules"" -- rules what? For one thing, it rules in 'the humor domain.' The minute you hear a trumpet with a Harmon mute going ""Fwa-da-fwa-da-fwa-da,"" you register 'something' -- a 'humor something.' (There aren't any technical names for these 'things' because they don't give foundation grants to study this kind of stuff.) Likewise, a bass saxophone, playing in its lowest register, conveys another sort of 'H.S.' (Humor Something) -- and how about our ol' buddy, The Slide Trombone -- surely this graceful, expressive piece of machinery has its own little 'H.S.' radiator built into it. I've developed a 'formula' for what these timbres mean (to me, at least), so that when I create an arrangement -- if I have access to the right instrumental resources -- I can put sounds together that tell more than the story in the lyrics, especially toAmerican listeners, raised on these subliminal cliches, shaping their audio reality from the cradle to the elevator. We crack up during rehearsal because some of the stuff is so stupid. When building an arrangement, every time I have an opportunity to insert one of those modules I cram it in, and since rehearsal is a daily two-hour occurrence while we're on the road, the arrangements often change overnight, based on the daily news or some morsel of tour-bus folklore. During the pretour rehearsals, the band members pencil these 'extras' in next to 'the real notes' so, when they ﬁnally have the show learned, they know not only the song-as-originally-written but also, superimposed on it, a ﬂexible grid which will support a constantly mutating collage of low-rentAmericana. I owe this part of my musical existence to Spike Jones. La Machine Most of my compositions today are written on and performed by a machine -- a computer musical instrument called the Synclavier. It allows me to create and record a type of music that is impossible (or too boring) for human beings to play. When I say too boring, I mean that in most compositions, someone has to play the stuff in the background. If you've ever been in a band or know anything about musicians, you know that no musician ever liked to play a background part. His mind wanders. Much of today's music involves an ostinato bass line or some other type of repeated ﬁgure, and if the ﬁgure isn't played accurately, with conviction, whatever is laid on top of it doesn't work. To save the sanity of musicians who can't keep their minds focused when assigned to accompaniment duties, this machine will play ostinatos -- cheerfully -- until it's blue in the face (except it never gets blue in the face). Anything you can dream up can be typed or played into the Synclavier. One of the things I use it for is writing blocks of complicated rhythms, and having them executed accurately by groups of instruments. With the",691
Page 86,"Synclavier, any group of imaginary instruments can be invited to play the most difﬁcult passages, and the 'little guys inside the machine' play them with one-millisecond accuracy -- every time. The Synclavier allows the composer not only to have his piece performed with precision, but to style the performance as well -- he can be his own conductor, controlling the dynamics or any other performance parameters. He can bring his idea to the audience in a pure form, allowing them to hear the music, rather than the ego problems of a group of players who don't give a shit about the composition. Obviously, there are things you can do with live musicians that you can't do with the Synclavier, and vice versa. I view them as separate mediums. Some of the things live musicians do that machines don't do are good, and some are bad. One of the good things that live musicians do is improvise. They respond to the moment, and can play more expressively than the machine. (The machine is not devoid of expression, but I really have to type a lot of numbers into it to approximate the type of expression that I can get instantaneously from a well-rehearsed live ensemble.) But musicians tend to be lazy, and they get sick and skip rehearsals. In fact, they do the kinds of things that other people do in normal jobs. If they were working in a shoestring factory, it might not make that much difference. In a live concert, everything is pressurized because all you have to work with is that single, living, two-hour hunk of time. Machines don't get loaded, drunk or evicted and don't need assistance moving their families around in 'emergency' situations. On the other hand, machines don't decide to say things like ""We're Beatrice"" in precisely the 'wrong' place in the middle of a song, and make people laugh (one of Ike Willis's specialties). Subtracting the bullshit and the mistakes, if I had to choose between live musicians or La Machine, I must admit, from time to time I'm almost tempted to opt for the ""human element."" My Job! My Precious Job! Every so often you hear someone from the Musicians' Union complaining about the possibility of devices like the Synclavier putting musicians out of work. I don't think that will ever happen. There are still plenty of people who believe that the only real music is music played by human beings (wearing leather and large hair). Other union people seem to be under the impression that if you 'sample' a musician into a Synclavier, you magically (don't laugh) suck the music out of the musician, depriving him of some intangible dignity and/or potential income. Music comes from composers -- not musicians. Composers think it up; musicians perform it. If a musician improvises when he is performing, he becomes, during those moments, a composer -- the rest of the time, he is the interpreter of a musical design originated by a composer. Composers don't have a union -- and the Musicians' Union actually makes life more difﬁcult for them with certain rule-book technicalities. The Musicians' Union helped to create the market for sampling machines, but refuses to admit it. Listen to the radio -- a lot of what you think is being played by Beautiful Rock Stars is actually being played by machines like the Synclavier. I know of a group whose producer brought them in for ONE DAY and sampled all their instruments. Then HE put the song together using the sounds of their instruments -- the guys never played on the song. The machine played their instruments for them. All they had to do was come back and sing on top of it and make the video. While You WereArt Art Jarvinen is a percussionist and former instructor at Cal-Arts. He put together a chamber ensemble called the E.A.R. Unit: two percussion, two keyboards, clarinet and cello. He asked me to write an arrangement of ""While You Were Out,"" a solo from the Shut Up 'n Play Yer Guitar album, for his ensemble to play at one of the Monday Evening Concerts (remember the postcard with ""We will be unable to play your piece because it requires a left-handed piano""? -- those guys -- they're still in business). I created the arrangement on the Synclavier, and, using another of the machine's features, printed out the parts. When he saw them, he realized that it was a difﬁcult piece, and worried that his ensemble wouldn't have enough time to rehearse it, as the concert was imminent.",916
